county,position,name,address,phone,fax,alt_address,alt_phone,alt_fax,mobile,email,source,verified
Washington,Constable (D-2),Malcoum Kent,"905 W. Alexander, Greenville 38701",(662) 332-0633,(662) 390-4760,,,,,,2016-2020 Blue Book,
Washington,Constable (D-3),Lester Bo Walker,"905 W. Alexander, Greenville 38701",(662) 332-0633,(662) 390-4760,,,,,,2016-2020 Blue Book,
Wayne,Constable (Post 1),Scott Frost,"25 Cedar Ridge Dr., Waynesboro 39367",(601) 735-0106,(601) 735-6266,,,,,,2016-2020 Blue Book,
Wayne,Constable (Post 2),Jamie Beard,"810 Chickasawhay St., Waynesboro 39367",(601) 735-3118,(601) 735-6266,,,,,,2016-2020 Blue Book,
Webster,Constable (D-1),Jeff McMinn,"24 E. Fox Ave., Eupora 39744",(662) 258-2590,(662) 258-3093,,,,,,2016-2020 Blue Book,
Webster,Constable (D-2),Jeremy Kilgore,"24 E. Fox Ave., Eupora 39744",(662) 263-4664,(662) 258-3093,,,,,,2016-2020 Blue Book,
Wilkinson,Constable (ED),Johnny Clark,"P.O. Box 40, Woodville 39669",(601) 888-3538,(601) 888-7591,,,,,,2016-2020 Blue Book,
Wilkinson,Constable (WD),Willie Thompson,"P.O. Box 40, Woodville 39669",(601) 888-3538,(601) 888-7591,,,,,,2016-2020 Blue Book,
Winston,Constable (ED),Roy Dale Fulton,"P.O. Box 327, Louisville 39339",(662) 773-6016,(662) 773-8817,,,,,,2016-2020 Blue Book,
Winston,Constable (WD),Edward Hunt,"P.O. Box 327, Louisville 39339",(662) 773-6016,(662) 773-8817,,,,,,2016-2020 Blue Book,
Yalobusha,Constable (D-1),Ralph Horton,"4294 Hwy. 330, Coffeeville 38922",(662) 417-7590,(662) 473-5020,,,,,,2016-2020 Blue Book,
Yalobusha,Constable (D-2),Randy Simmons,"713 Blackmur Dr., Water Valley 38965",(662) 473-2732,(662) 473-5020,,,,,,2016-2020 Blue Book,
Yazoo,Constable (ND),Robert Peterson,"P.O. Box 798, Yazoo City 39194",(662) 746-8181,,,,,,,2016-2020 Blue Book,
Yazoo,Constable (SD),David Starling,"P.O. Box 798, Yazoo City 39194",(662) 746-8181,(662) 746-2023,,,,,,2016-2020 Blue Book,
